question,answer,choices.0.text,choices.0.correct,choices.1.text,choices.1.correct,choices.2.text,choices.2.correct,choices.3.text,choices.3.correct,images.0,category
"ก่อนออกรถจากไหล่ทางด้านซ้าย ผู้ขับขี่ต้องปฏิบัติอย่างไรให้ปลอดภัยมากที่สุด",ก่อนออกรถจากไหล่ทางด้านซ้าย ผู้ขับขี่ต้องมองกระจกมองข้างด้านขวา เปิดไฟเลี้ยวขวา พร้อมกับหันศีรษะมองข้ามไหล่ขวาไปทางด้านหลังก่อนออกรถ,มองกระจกมองข้างด้านขวา,false,เปิดไฟเลี้ยวซ้าย หันศีรษะไปด้านซ้าย,false,มองกระจกมองข้างด้านขวา เปิดไฟเลี้ยวขวา พร้อมกับหันศีรษะมองข้ามไหล่ขวาไปทางด้านหลังก่อนออกรถ,true,มองกระจกมองหลัง,false,,เทคนิคการขับรถอย่างปลอดภัย
"ภายหลังออกรถไปประมาณ 3 ถึง 4 เมตร ควรทดสอบระบบใด",ภายหลังออกรถไปประมาณ 3 ถึง 4 เมตร ควรทดสอบระบบเบรก,เบรก,true,ปรับกระจกมองหลัง,false,ปรับกระจกมองข้าง,false,ไฟเลี้ยว,false,,เทคนิคการขับรถอย่างปลอดภัย
"การขับรถขึ้นทางลาดชัน ควรใช้เกียร์อย่างไร",การขับรถขึ้นทางลาดชัน ควรใช้เกียร์ต่ำและขับด้วยความระมัดระวัง,ใช้เกียร์ต่ำแต่เมื่อใกล้ถึงยอดเขาให้เปลี่ยนเป็นเกียร์สูง,false,ใช้เกียร์สูงและลดความเร็วลง,false,ใช้เกียร์ต่ำและขับด้วยความระมัดระวัง,true,ใช้เกียร์ 4 ขึ้นไปขณะขึ้นทางลาดชัน,false,,เทคนิคการขับรถอย่างปลอดภัย
"ในขณะที่ขับรถอยู่ มีกลิ่นเหม็นไหม้ แอร์เริ่มไม่เย็น เครื่องยนต์เร่งไม่ขึ้น ควรปฏิบัติอย่างไร",ในขณะที่ขับรถอยู่ มีกลิ่นเหม็นไหม้ แอร์เริ่มไม่เย็น เครื่องยนต์เร่งไม่ขึ้น ควรจอดรถในที่ปลอดภัยแล้ว ตรวจเช็ครถในเบื้องต้น,จอดรถในที่ปลอดภัยแล้ว ตรวจเช็กรถในเบื้องต้น,true,ขับต่อไปเรื่อยๆ,false,ลดความเร็วลงแล้วขับต่อไป,false,หยุดรถทันทีกลางถนนห้ามเคลื่อนย้าย,false,,เทคนิคการขับรถอย่างปลอดภัย
"ขณะขับรถเครื่องยนต์เกิดความร้อนสูง ควรปฏิบัติอย่างไร",ขณะขับรถเครื่องยนต์เกิดความร้อนสูง ควรหยุดรถที่ปลอดภัย แล้วปล่อยให้เครื่องเย็นก่อน,หยุดรถที่ปลอดภัย เอาน้ำแข็งมาแช่เครื่องยนต์,false,หยุดรถที่ปลอดภัย แล้วปล่อยให้เครื่องเย็นก่อน,true,หยุดรถที่ปลอดภัย แล้วเปิดฝาหม้อน้ำ เติมน้ำทันที,false,หยุดรถที่ปลอดภัย แล้วเอาน้ำมาราดเครื่องยนต์,false,,เทคนิคการขับรถอย่างปลอดภัย
"ในการขับรถทางไกล ผู้ขับขี่ควรเตรียมความพร้อมของร่างกายอย่างไร",ในการขับรถทางไกล ผู้ขับขี่ควรเตรียมความพร้อมของร่างกาย โดยพักผ่อนให้เพียงพอ,พักผ่อนให้เพียงพอ,true,รับประทานอาหารเพิ่มเป็น 2 เท่า ของวันปกติ,false,ดื่มเครื่องดื่มชูกำลังให้มากๆ,false,ใช้ยากระตุ้นประสาท (ยาบ้า),false,,เทคนิคการขับรถอย่างปลอดภัย
"การขับรถในทางลักษณะใด ที่ไม่จำเป็นต้องเปิดไฟเลี้ยว",การขับรถในทางบังคับเลี้ยว ไม่จำเป็นต้องเปิดไฟเลี้ยว,ทางเลี้ยวซ้ายเข้าซอย,false,ทางเลี้ยวซ้ายออกจากซอย,false,ทางบังคับเลี้ยว,true,ทางกลับรถ,false,,เทคนิคการขับรถอย่างปลอดภัย
"การหมุนพวงมาลัยรถ ขณะจอดรถอยู่กับที่จะมีผลอย่างไร",การหมุนพวงมาลัยรถ ขณะจอดรถอยู่กับที่จะทำให้ดอกยางสึกเร็วกว่าปกติ,ดอกยางสึกเร็วกว่าปกติ,true,สิ้นเปลืองน้ำมันเพาเวอร์,false,สิ้นเปลืองน้ำมันเชื้อเพลิง,false,ทำให้หมุนพวงมาลัยง่ายขึ้น,false,,เทคนิคการขับรถอย่างปลอดภัย
"การหยุดรถอย่างกะทันหัน (รถไม่มีเบรก ABS) ควรปฏิบัติอย่างไร",การหยุดรถอย่างกะทันหัน (รถไม่มีเบรก ABS) ควรเหยียบและปล่อยเบรกสลับกัน (ย้ำเบรกซ้ำๆ),เหยียบเบรกแรงๆ โดยไม่ต้องถอนเบรก,false,เหยียบและปล่อยเบรกสลับกัน (ย้ำเบรกซ้ำๆ),true,เหยียบเบรกและดึงเบรกมือพร้อมกัน,false,เหยียบเบรก และดับเครื่องยนต์พร้อมกัน,false,,เทคนิคการขับรถอย่างปลอดภัย
"รถที่ขับมาด้วยความเร็วสูงแล้วเหยียบเบรกอย่างกะทันหัน (รถไม่มีเบรก ABS) จะมีผลอย่างไร",รถที่ขับมาด้วยความเร็วสูงแล้วเหยียบเบรกอย่างกะทันหัน (รถไม่มีเบรก ABS) ล้อจะล็อก และรถจะไม่สามารถควบคุมได้,ล้อจะล็อก และรถจะไม่สามารถควบคุมได้,true,รถจะค่อยๆ ชะลอความเร็วลง,false,จะหยุดรถได้ตามระยะที่กำหนด,false,ล้อจะล็อก และรถจะหยุดทันที,false,,เทคนิคการขับรถอย่างปลอดภัย
"ก่อนขับรถเข้าโค้งหรือมุมเลี้ยว ควรใช้ความเร็วอย่างไร",ก่อนขับรถเข้าโค้งหรือมุมเลี้ยว ควรควบคุมความเร็วของรถให้เหมาะสมกับโค้งหรือมุมเลี้ยว,ลดความเร็วลงให้มากที่สุดเท่าที่จะทำได้,false,ควบคุมความเร็วของรถให้เหมาะสมกับโค้งหรือมุมเลี้ยว,true,ใช้ความเร็วคงที่,false,เพิ่มความเร็วให้มากขึ้นกว่าเดิม,false,,เทคนิคการขับรถอย่างปลอดภัย
"ขณะขับรถยางรถแตก จะมีอาการอย่างไร",ขณะขับรถ ยางรถแตก จะมีอาการ พวงมาลัยหนัก รถจะเอียง,รถหยุดกะทันหัน,false,พวงมาลัยจะหนัก รถจะเอียง,true,พวงมาลัยรถจะไร้น้ำหนัก,false,เบรกจะไม่ทำงาน,false,,เทคนิคการขับรถอย่างปลอดภัย
"ยางที่หมดอายุจะมีลักษณะอย่างไร",ยางที่หมดอายุจะมีลักษณะมีรอยแตกร้าวตามแนวขอบยาง,มีรอยแตกร้าวตามแนวขอบยาง,true,ยางจะมีสีดำสนิท,false,ยางจะมีสีขาวนวล,false,เวลาเปียกน้ำจะไม่เกาะยาง,false,,เทคนิคการขับรถอย่างปลอดภัย
"ในขณะขับรถ ยางรถแตกหรือระเบิด ผู้ขับขี่ควรปฏิบัติอย่างไร",ในขณะขับรถ ยางรถแตกหรือระเบิด ผู้ขับขี่ควรคุมสติ บังคับพวงมาลัย ลดความเร็วลงและไม่ควรเหยียบเบรกกะทันหัน,คุมสติ บังคับพวงมาลัย ลดความเร็วลงและไม่ควรเหยียบเบรกกะทันหัน,true,รีบเหยียบเบรกให้เร็วที่สุด,false,ปลดเกียร์ว่างแล้วรีบเหยียบเบรก,false,หมุนพวงมาลัยอย่างรวดเร็วเพื่อหลบเข้าข้างทาง,false,,เทคนิคการขับรถอย่างปลอดภัย
"ในขณะที่กำลังขับรถ ถ้าฝากระโปรงหน้ารถเปิด ผู้ขับขี่ควรปฏิบัติอย่างไร",ในขณะที่กำลังขับรถ ถ้าฝากระโปรงหน้ารถเปิด ผู้ขับขี่ควรลดความเร็วแล้วจอดข้างทาง เพื่อปิดฝากระโปรงให้เรียบร้อย,เบรกกะทันหัน,false,หักเลี้ยวรถเข้าข้างทางทันที เพื่อปิดฝากระโปรงให้เรียบร้อย,false,ลดความเร็วแล้วจอดข้างทาง เพื่อปิดฝากระโปรงให้เรียบร้อย,true,เหยียบคันเร่งให้มิดเพื่อฝากระโปรงจะได้กระแทกปิด,false,,เทคนิคการขับรถอย่างปลอดภัย
"ข้อใดเป็นวิธีแก้ไขเบื้องต้นเมื่อรถเกิดไฟลัดวงจร",เมื่อรถเกิดไฟลัดวงจร วิธีแก้ไขเบื้องต้นคือการตัดกระแสไฟ หรือหาทางงัดขั้วแบตเตอรี่ออกก่อน,ใช้ทรายสาดใส่,false,วิ่งหาน้ำมันมาราด,false,หาผ้าหนาๆ ปิดหรือดับไฟ,false,ตัดกระแสไฟ หรือหาทางงัดขั้วแบตเตอรี่ออกก่อน,true,,เทคนิคการขับรถอย่างปลอดภัย
"ลมยางล้อหน้าอ่อน จะมีผลต่อการขับขี่อย่างไร",ลมยางล้อหน้าอ่อน จะมีผลทำให้เวลานั่งรู้สึกเหมือนรถจะกระตุกอยู่ตลอดเวลา,เวลานั่งรู้สึกเหมือนรถจะกระตุกอยู่ตลอดเวลา,true,ยางล้อหน้าสึกหรอ พวงมาลัยหนัก และรถกินน้ำมันมากขึ้น,false,ประหยัดน้ำมันแต่เปลืองยาง,false,ประหยัดยางแต่เปลืองน้ำมัน,false,,เทคนิคการขับรถอย่างปลอดภัย
"การปรับระดับที่นั่งคนขับห่างเกินไป จะมีผลอย่างไร",การปรับระดับที่นั่งคนขับห่างเกินไป จะมีผลทำให้บังคับพวงมาลัยลำบาก ใช้อุปกรณ์ต่างๆ ไม่สะดวก,ทำให้เข้าเกียร์ได้ง่าย,false,ทำให้เบรกรถสะดวก,false,ทำให้ทัศนวิสัยในการมองเห็นชัดเจนดีมาก สามารถตัดสินใจได้ดี,false,บังคับพวงมาลัยลำบาก ใช้อุปกรณ์ต่างๆ ไม่สะดวก,true,,เทคนิคการขับรถอย่างปลอดภัย
"การตรวจสอบว่าเข็มขัดนิรภัยยังใช้งานได้ดีหรือไม่ ควรตรวจสอบอย่างไร",การตรวจสอบว่าเข็มขัดนิรภัยยังใช้งานได้ดีหรือไม่ โดยกระตุกดึงสายเข็มขัดอย่างเร็ว แล้วสายเข็มขัดต้องล็อก,ต้องมีสีเข้มๆ,false,ดูว่าเข็มขัดมียี่ห้อหรือไม่,false,ดูว่าเป็นของใหม่หรือไม่,false,กระตุกดึงสายเข็มขัดอย่างเร็ว แล้วสายเข็มขัดต้องล็อก,true,,เทคนิคการขับรถอย่างปลอดภัย
"ข้อใดไม่ใช่การมองที่ถูกวิธีในขณะขับรถ",การมองไปยังสิ่งที่ไม่เกี่ยวข้องกับการขับรถ ไม่ใช่การมองที่ถูกวิธีในขณะขับรถ,การมองถึงสภาพของถนนที่แตกต่างกัน,false,การมองการเคลื่อนไหวของรถและคน,false,มองไปยังสิ่งที่ไม่เกี่ยวข้องกับการขับรถ,true,การมองเห็นฝูงสัตว์เลี้ยงกำลังข้ามถนน,false,,เทคนิคการขับรถอย่างปลอดภัย
"การเข้าเกียร์ถอยหลังขณะรถยังไม่หยุดนิ่งมีผลเสียอย่างไร",การเข้าเกียร์ถอยหลังขณะรถยังไม่หยุดนิ่ง มีผลทำให้เข้าเกียร์ยากและทำให้เกียร์เสียเร็วกว่าปกติ,เข้าเกียร์ยากและทำให้เกียร์เสียเร็วกว่าปกติ,true,ทำให้น้ำมันเกียร์หมดเร็ว,false,เครื่องยนต์กินน้ำมันเครื่อง,false,ไม่มีผลต่อเกียร์,false,,เทคนิคการขับรถอย่างปลอดภัย
"การขับรถถอยหลังควรใช้ความเร็วระดับใด",การขับรถถอยหลัง ควรถอยช้าๆ แล้วใช้ความระมัดระวัง,ใช้ความเร็วตามสภาพของรถ,false,ถอยเหมือนกับเดินหน้า,false,ถอยช้าๆ แล้วใช้ความระมัดระวัง,true,ถอยแบบไหนก็ได้,false,,เทคนิคการขับรถอย่างปลอดภัย
"การตรวจลมยางควรตรวจเมื่อใด",การตรวจลมยางควรตรวจขณะที่ยางยังเย็นอยู่,ตรวจเมื่อไรก็ได้,false,ขณะที่บรรทุกของหนัก,false,ขณะวิ่งใช้งานแล้วประมาณ 2 ชั่วโมง,false,ขณะที่ยางยังเย็นอยู่,true,,เทคนิคการขับรถอย่างปลอดภัย
"ข้อใดเป็นการสตาร์ทเครื่องยนต์ที่ถูกต้อง",การสตาร์ทเครื่องยนต์ที่ถูกต้อง คือ ขึ้นเบรกมือ-ปลดเกียร์ว่าง -ปิดอุปกรณ์ไฟฟ้า-สตาร์ทเครื่องยนต์,ขึ้นเบรกมือ-ปลดเกียร์ว่าง -ปิดอุปกรณ์ไฟฟ้า-สตาร์ทเครื่องยนต์,true,ปลดเกียร์ว่าง-ขึ้นเบรกมือ-สตาร์ทเครื่องยนต์,false,เหยียบคลัตช์-สตาร์ทเครื่องยนต์,false,ปลดเบรกมือ-ปิดอุปกรณ์ไฟฟ้า-สตาร์ทเครื่องยนต์,false,,เทคนิคการขับรถอย่างปลอดภัย
"ข้อใดไม่ควรปฏิบัติขณะขับรถเมื่อฝนตกหนัก",ขณะขับรถเมื่อฝนตกหนัก ไม่ควรเบรกรถอย่างรุนแรงและรวดเร็ว,ลดความเร็วลงและขับด้วยความระมัดระวัง,false,ใช้เกียร์ต่ำกว่าปกติ 1 เกียร์,false,เบรกรถอย่างรุนแรงและรวดเร็ว,true,เปิดไฟหน้ารถ,false,,เทคนิคการขับรถอย่างปลอดภัย
"หากเกิดฝนตกหนักจนมองเห็นทางไม่ชัดเจน ผู้ขับขี่ควรปฏิบัติอย่างไร",หากเกิดฝนตกหนักจนมองเห็นทางไม่ชัดเจน ผู้ขับขี่ควรจอดรถบริเวณที่ปลอดภัย เปิดไฟหน้ารถและเปิดไฟฉุกเฉิน,จอดรถบริเวณที่ปลอดภัย เปิดไฟหน้ารถและเปิดไฟฉุกเฉิน,true,เปิดไฟหน้าเร่งความเร็วผ่านบริเวณที่ฝนตกหนัก,false,เร่งความเร็วให้ผ่านบริเวณที่ฝนตกโดยเร็ว,false,จอดรถทันที,false,,เทคนิคการขับรถอย่างปลอดภัย
"ข้อใดที่ทำให้การหยุดรถต้องใช้ระยะทางมากขึ้นจึงสามารถหยุดรถได้",น้ำหนักบรรทุกเพิ่มมากขึ้น ทำให้การหยุดรถต้องใช้ระยะทางมากขึ้นจึงสามารถหยุดรถได้,ความรวดเร็วในการตัดสินใจ,false,ความเร็วในการเหยียบเบรก,false,น้ำหนักบรรทุกเพิ่มมากขึ้น,true,น้ำหนักบรรทุกลดน้อยลง,false,,เทคนิคการขับรถอย่างปลอดภัย
"ข้อใดไม่ควรใช้เบรกมือ",ขับรถลงทางลาดชัน ไม่ควรใช้เบรกมือ,ติดไฟแดง,false,ขับรถลงทางลาดชัน,true,จอดรถ,false,หยุดบนทางลาดชัน,false,,เทคนิคการขับรถอย่างปลอดภัย
"การจับพวงมาลัยขณะขับรถทางตรง มือซ้ายและขวาของผู้ขับขี่ ควรอยู่ในตำแหน่งลักษณะใดของหน้าปัดนาฬิกา",การจับพวงมาลัยขณะขับรถทางตรง มือซ้ายและขวาของผู้ขับขี่ ควรอยู่ในตำแหน่งเลข 2 และเลข 10 ของหน้าปัดนาฬิกา,ตำแหน่งเลข 2 และเลข 10,true,ตำแหน่งเลข 3 และเลข 10,false,ตำแหน่งเลข 4 และเลข 10,false,ตำแหน่งเลข 6 และเลข 10,false,,เทคนิคการขับรถอย่างปลอดภัย
"ข้อใดไม่มีผลให้ระยะการหยุดรถ (ระยะเบรก) ยาวขึ้น",น้ำหนักบรรทุก สภาพพื้นผิวถนน ความเร็วของรถ มีผลให้ระยะการหยุดรถ (ระยะเบรก) ยาวขึ้น,สภาพพื้นผิวถนน,false,น้ำหนักบรรทุก,false,น้ำมันหล่อลื่น,true,ความเร็วของรถ,false,,เทคนิคการขับรถอย่างปลอดภัย
"ผู้ขับขี่ควรใช้สัญญาณไฟฉุกเฉินเมื่อใด",เมื่อรถเสียหรือเกิดอุบัติเหตุ ควรใช้สัญญาณไฟฉุกเฉิน,เมื่อรถเสียหรือเกิดอุบัติเหตุ,true,เมื่อขับรถผ่านทางร่วมทางแยก,false,เมื่อจะกลับรถหรือเปลี่ยนช่องทางเดินรถ,false,เมื่อมีหมอก ฝน ฝุ่น ควัน ในทางเดินรถ,false,,เทคนิคการขับรถอย่างปลอดภัย
"การฝึกขับรถแบบ “ขับไปพูดไป” มีวัตถุประสงค์เพื่ออะไร",การฝึกขับรถแบบ “ขับไปพูดไป” มีวัตถุประสงค์เพื่อฝึกสมองให้เกิดสมาธิและสมองทำงานสัมพันธ์กับตา,เพื่อป้องกันไม่ให้ง่วงซึม,false,ฝึกสมองให้เกิดสมาธิและสมองทำงานสัมพันธ์กับตา,true,เพื่อให้เหมือนทฤษฎีฝรั่ง,false,เหมือนคนบ้าขับรถ,false,,เทคนิคการขับรถอย่างปลอดภัย
"เมื่อเราเตรียมขับรถแซงรถคันหน้า เราควรปฏิบัติเช่นไรเป็นอันดับแรก",เมื่อเราเตรียมขับรถแซงรถคันหน้า เราควรให้สัญญาณไฟก่อน,ให้สัญญาณไฟก่อน,true,ให้ดูกระจกก่อน,false,รีบเร่งเครื่องแล้วแซงได้เลย,false,เปิดไฟฉุกเฉินแล้วแซงได้เลย,false,,เทคนิคการขับรถอย่างปลอดภัย
"ข้อควรปฏิบัติขณะขับรถฝ่าหมอกควันหรือฝนคือข้อใด",ควรเปิดไฟส่องสว่างขณะขับรถฝ่าหมอกควันหรือฝน,เปิดไฟหรี่,false,ขับรถช้าๆ โดยไม่ต้องเปิดไฟ,false,เปิดไฟส่องสว่าง,true,บีบแตรแล้วขับให้เร็วเพื่อป้องกันรถคันหลังชนท้าย,false,,เทคนิคการขับรถอย่างปลอดภัย
"หลังจากขับรถลุยน้ำ เมื่อเราขึ้นที่แห้งแล้วควรปฏิบัติเช่นไรเป็นอันดับแรก",หลังจากขับรถลุยน้ำ เมื่อเราขึ้นที่แห้งแล้วควรทดสอบเบรกหลายๆ ครั้ง,ทดสอบเบรกหลายๆ ครั้ง,true,ทดสอบไฟเลี้ยวหลายๆ ครั้ง,false,ทดสอบสัญญาณแตร,false,ทดสอบไฟสูงต่ำ,false,,เทคนิคการขับรถอย่างปลอดภัย
"ถ้าขณะขับรถเกิดยางแตกหรือยางระเบิดควรปฏิบัติเช่นไร",ถ้าขณะขับรถเกิดยางแตกหรือยางระเบิดควรถือพวงมาลัยให้มั่น แล้วค่อยๆ เบรกและนำรถเข้าข้างทาง,เหยียบคลัตช์อย่างเดียว,false,เหยียบเบรกโดยเร็ว,false,เหยียบคลัตช์ให้เร็วแล้วตามด้วยเบรก,false,ถือพวงมาลัยให้มั่น แล้วค่อยๆ เบรกและนำรถเข้าข้างทาง,true,,เทคนิคการขับรถอย่างปลอดภัย
"ในสภาพถนนปกติ รถพร้อม คนพร้อม ขับรถตามรถคันหน้าต้องเว้นระยะห่างจากรถคันหน้าเท่าใดจึงจะปลอดภัยเมื่อรถคันหน้าหยุด",ในสภาพถนนปกติ รถพร้อม คนพร้อม ขับรถตามรถคันหน้าต้องเว้นระยะห่างจากรถคันหน้าห่างพอสมควรและสามารถหยุดรถได้โดยปลอดภัย จึงจะปลอดภัยเมื่อรถคันหน้าหยุด,3 เมตร,false,5 เมตร,false,หนึ่งช่องรถ,false,ห่างพอสมควรและสามารถหยุดรถได้โดยปลอดภัย,true,,เทคนิคการขับรถอย่างปลอดภัย
"ข้อใดผิด",ห้ามพูดโทรศัพท์ขณะขับรถ ห้ามหยุดหรือจอดรถคุยกันกลางถนน ห้ามแซงซ้ายในที่ห้ามแซงซ้าย,ห้ามพูดโทรศัพท์ขณะขับรถ,false,ห้ามหยุดรถให้คนข้ามทาง,true,ห้ามหยุดหรือจอดรถคุยกันกลางถนน,false,ห้ามแซงซ้ายในที่ห้ามแซงซ้าย,false,,เทคนิคการขับรถอย่างปลอดภัย
"ท่านควรหมุนพวงมาลัยลักษณะใดในการเลี้ยงรถ",ท่านควรหมุนพวงมาลัยลักษณะ ใช้ระบบดึง-ดันในการเลี้ยงรถ,ปั่นพวงมาลัยและตีกลับเอง,false,ใช้วิธีคลึงไปคลึงมาบนพวงมาลัย,false,ใช้ระบบดึง-ดัน,true,หมุนระบบสอดสร้อยมาลา,false,,เทคนิคการขับรถอย่างปลอดภัย
"การใช้เกียร์ขึ้นและลงเขาข้อใดถูก",การขึ้นและลงให้ใช้เกียร์ต่ำ,ขึ้นและลงใช้เกียร์ต่ำ,true,ขึ้นใช้เกียร์ต่ำและลงใช้เกียร์สูง,false,ขึ้นใช้เกียร์ต่ำและลงใช้เกียร์ว่าง,false,ขึ้นและลงใช้เกียร์สูง,false,,เทคนิคการขับรถอย่างปลอดภัย
"เมื่อเห็นผู้ขับขี่เกิดอุบัติเหตุควรปฏิบัติเช่นไร",เมื่อเห็นผู้ขับขี่เกิดอุบัติเหตุควรช่วยเหลือผู้บาดเจ็บเท่าที่จำเป็น,ขับรถตามปกติ,false,ช่วยเหลือผู้บาดเจ็บเท่าที่จำเป็น,true,รีบขับรถหนี,false,ขับรถช้าๆ ชะลอดูเหตุการณ์,false,,เทคนิคการขับรถอย่างปลอดภัย
"เหตุใดจึงห้ามเปิดไฟสูงขณะที่ขับรถตามคันหน้าหรือรถที่วิ่งสวนทางมา",สาเหตุที่ห้ามเปิดไฟสูงขณะที่ขับรถตามคันหน้าหรือรถที่วิ่งสวนทางมา เพราะจะทำให้ผู้ขับรถคันหน้าและรถที่วิ่งสวนทางมามองทางไม่ชัดเจน,เพราะจะทำให้ผู้ขับรถคันหน้าและรถที่วิ่งสวนทางมามองทางไม่ชัดเจน,true,จะทำให้ผู้ขับรถคันหน้าหลับใน,false,จะทำให้เรามองทางข้างหน้าไม่ชัดเจน,false,จะทำให้รถที่วิ่งสวนทางมาหลับใน,false,,เทคนิคการขับรถอย่างปลอดภัย
"การขับรถทางไกลเมื่อรู้สึกว่าตนเองง่วงควรปฏิบัติอย่างไร",การขับรถทางไกลเมื่อรู้สึกว่าตนเองง่วงควรหยุดพัก นอน หรือยืดเส้นยืดสายตามจุดพัก หรือปั๊มน้ำมัน,เร่งเครื่องเพื่อให้ถึงจุดหมายโดยเร็ว,false,ขับรถหวาดเสียวเพื่อให้ระบบประสาทตื่นตัว,false,วิ่งแล้วเบรกบ่อยๆ เพื่อให้หายง่วง,false,หยุดพัก นอน หรือยืดเส้นยืดสายตามจุดพัก หรือปั๊มน้ำมัน,true,,เทคนิคการขับรถอย่างปลอดภัย
"ข้อใดไม่ใช่วิธีการขับรถที่ปลอดภัยในขณะที่ฝนตก",เปิดไปฉุกเฉินตลอดเวลา ไม่ใช่วิธีการขับรถที่ปลอดภัยในขณะที่ฝนตก,เปิดไปฉุกเฉินตลอดเวลาที่ฝนตก,true,ทิ้งช่วงห่างจากรถคันหน้า เผื่อไว้มากๆ,false,เปิดไฟหน้า,false,ใช้อัตราความเร็วที่ปลอดภัย,false,,เทคนิคการขับรถอย่างปลอดภัย
"การฝึกขับรถแบบ “ขับไปพูดไป” มีวัตถุประสงค์เพื่ออะไร",การฝึกขับรถแบบ “ขับไปพูดไป” มีวัตถุประสงค์เพื่อฝึกสมองให้เกิดสมาธิและสมองทำงานสัมพันธ์กับตา,เพื่อให้เหมือนทฤษฎีฝรั่ง,false,เพื่อป้องกันไม่ให้ง่วงซึม,false,ฝึกสมองให้เกิดสมาธิและสมองทำงานสัมพันธ์กับตา,true,เหมือนคนบ้าขับรถ,false,,เทคนิคการขับรถอย่างปลอดภัย
"เมื่อเราเตรียมขับรถแซงรถคันหน้า เราควรปฏิบัติเช่นไรเป็นอันดับแรก",เมื่อเราเตรียมขับรถแซงรถคันหน้า เราควรดูกระจกก่อนเป็นอันดับแรก,เปิดไฟฉุกเฉินแล้วแซงได้เลย,false,ให้สัญญาณไฟก่อน,false,รีบเร่งเครื่องแล้วแซงได้เลย,false,ให้ดูกระจกก่อน,true,,เทคนิคการขับรถอย่างปลอดภัย
"ข้อควรปฏิบัติขณะขับรถฝ่าหมอกควันหรือฝนคือข้อใด",ข้อควรปฏิบัติขณะขับรถฝ่าหมอกควันหรือฝนคือเปิดไฟส่องสว่าง,เปิดไฟส่องสว่าง,true,ขับรถช้าๆ โดยไม่ต้องเปิดไฟ,false,เปิดไฟหรี่,false,บีบแตรแล้วขับให้เร็วเพื่อป้องกันรถคันหลังชนท้าย,false,,เทคนิคการขับรถอย่างปลอดภัย
"ในสภาพถนนปกติ รถพร้อม คนพร้อม ขับรถตามรถคันหน้าต้องเว้นระยะห่างจากรถคันหน้าเท่าใดจึงจะปลอดภัยเมื่อรถคันหน้าหยุด",ในสภาพถนนปกติ รถพร้อม คนพร้อม ขับรถตามรถคันหน้าต้องเว้นระยะห่างจากรถคันหน้าในระยะห่างพอสมควรและสามารถหยุดรถได้โดยปลอดภัยจึงจะปลอดภัยเมื่อรถคันหน้าหยุดกะทันหัน,หนึ่งช่องรถ,false,3 เมตร,false,5 เมตร,false,ห่างพอสมควรและสามารถหยุดรถได้โดยปลอดภัย,true,,เทคนิคการขับรถอย่างปลอดภัย
